,Name,Matlabel,Fish,Time,Date_cam
972,180719_200353,1,17,20:03:19,180719_3
973,180719_200358,1,16,20:03:24,180719_3
974,180719_200404,1,14,20:03:30,180719_3
975,180719_201302,0,0,20:12:29,180719_3
976,180719_201309,0,0,20:12:35,180719_3
977,180719_201315,0,0,20:12:41,180719_3
978,180719_201323,0,0,20:12:49,180719_3
979,180719_201330,0,0,20:12:56,180719_3
980,180719_201345,0,0,20:13:11,180719_3
981,180719_201352,0,0,20:13:18,180719_3
982,180719_201400,0,0,20:13:26,180719_3
983,180719_201407,0,0,20:13:33,180719_3
984,180719_201413,0,0,20:13:40,180719_3
985,180719_201453,0,0,20:13:47,180719_3
986,180719_201457,0,0,20:14:19,180719_3
987,180719_201505,0,0,20:14:31,180719_3
988,180719_202514,0,0,20:24:40,180719_3
989,180719_202528,0,0,20:24:55,180719_3
990,180719_202545,0,0,20:25:11,180719_3
991,180719_202605,0,0,20:25:31,180719_3
992,180719_202654,0,0,20:25:48,180719_3
993,180719_202708,0,0,20:26:34,180719_3
994,180719_202728,0,0,20:26:54,180719_3
995,180719_202747,0,0,20:27:14,180719_3
996,180719_203732,1,0,20:36:58,180719_3
997,180719_203811,0,0,20:37:37,180719_3
998,180719_203924,0,0,20:38:19,180719_3
999,180719_203957,0,0,20:39:23,180719_3
1000,180719_050134,0,0,05:01:01,180719_3
1001,180719_050215,0,0,05:01:41,180719_3
1002,180719_050328,0,0,05:02:22,180719_3
1003,180719_050407,0,0,05:03:33,180719_3
1004,180719_051334,0,0,05:13:00,180719_3
1005,180719_051411,0,0,05:13:38,180719_3
1006,180719_051522,0,0,05:14:17,180719_3
1007,180719_051557,0,0,05:15:23,180719_3
1008,180719_051629,0,0,05:15:55,180719_3
1009,180719_052518,1,0,05:24:44,180719_3
1010,180719_052542,0,0,05:25:09,180719_3
1011,180719_052607,0,0,05:25:34,180719_3
1012,180719_052704,0,0,05:25:58,180719_3
1013,180719_052719,0,0,05:26:45,180719_3
1014,180719_052739,0,0,05:27:05,180719_3
1015,180719_052801,0,0,05:27:27,180719_3
1016,180719_053704,0,0,05:36:30,180719_3
1017,180719_053712,0,0,05:36:38,180719_3
1018,180719_053721,0,0,05:36:47,180719_3
1019,180719_053729,0,0,05:36:56,180719_3
1020,180719_053738,0,0,05:37:04,180719_3
1021,180719_053747,0,0,05:37:13,180719_3
1022,180719_053755,0,0,05:37:22,180719_3
1023,180719_053804,0,0,05:37:30,180719_3
1024,180719_053811,0,0,05:37:37,180719_3
1025,180719_053900,0,0,05:37:46,180719_3
1026,180719_053903,0,0,05:38:26,180719_3
1027,180719_053909,0,0,05:38:35,180719_3
1028,180719_053921,0,0,05:38:48,180719_3
1029,180719_053929,0,0,05:38:55,180719_3
1030,180719_053936,0,0,05:39:02,180719_3
1031,180719_053947,1,0,05:39:13,180719_3
1032,180719_053956,0,0,05:39:22,180719_3
1033,180719_054003,0,0,05:39:30,180719_3
1034,180719_054902,0,0,05:48:28,180719_3
1035,180719_055052,0,0,05:48:35,180719_3
1036,180719_055056,0,0,05:50:19,180719_3
1037,180719_055101,0,0,05:50:27,180719_3
1038,180719_055107,0,0,05:50:33,180719_3
1039,180719_055116,1,2,05:50:42,180719_3
1040,180719_055121,1,3,05:50:47,180719_3
1041,180719_055127,1,7,05:50:53,180719_3
1042,180719_055133,1,9,05:50:59,180719_3
1043,180719_055139,1,13,05:51:05,180719_3
1044,180719_055145,1,9,05:51:11,180719_3
1045,180719_055156,1,7,05:51:22,180719_3
1046,180719_060102,1,6,06:00:29,180719_3
1047,180719_060107,1,7,06:00:34,180719_3
1048,180719_060114,1,4,06:00:40,180719_3
1049,180719_060121,1,10,06:00:47,180719_3
1050,180719_060130,1,4,06:00:56,180719_3
1051,180719_060135,1,0,06:01:01,180719_3
1052,180719_060142,1,12,06:01:08,180719_3
1053,180719_060148,1,7,06:01:15,180719_3
1054,180719_060154,1,8,06:01:20,180719_3
1055,180719_060204,1,13,06:01:30,180719_3
1056,180719_060210,1,7,06:01:36,180719_3
1057,180719_060216,1,9,06:01:42,180719_3
1058,180719_060257,1,1,06:02:23,180719_3
1059,180719_060302,0,0,06:02:28,180719_3
1060,180719_060308,0,0,06:02:34,180719_3
1061,180719_060315,0,0,06:02:41,180719_3
1062,180719_060321,0,0,06:02:47,180719_3
1063,180719_060326,0,0,06:02:52,180719_3
1064,180719_060332,0,0,06:02:58,180719_3
1065,180719_060344,0,0,06:03:11,180719_3
1066,180719_060350,0,0,06:03:16,180719_3
1067,180719_060357,0,0,06:03:23,180719_3
1068,180719_060404,1,1,06:03:30,180719_3
1069,180719_061303,0,0,06:12:29,180719_3
1070,180719_061309,0,0,06:12:35,180719_3
1071,180719_061315,0,0,06:12:41,180719_3
1072,180719_061322,0,0,06:12:49,180719_3
1073,180719_061328,0,0,06:12:54,180719_3
1074,180719_061335,0,0,06:13:01,180719_3
1075,180719_061345,0,0,06:13:11,180719_3
1076,180719_061351,0,0,06:13:17,180719_3
1077,180719_061356,1,1,06:13:22,180719_3
1078,180719_061402,1,4,06:13:28,180719_3
1079,180719_061408,1,7,06:13:34,180719_3
1080,180719_061413,1,0,06:13:39,180719_3
1081,180719_061457,1,2,06:14:23,180719_3
1082,180719_061504,1,0,06:14:30,180719_3
1083,180719_061510,0,0,06:14:36,180719_3
1084,180719_061516,0,0,06:14:42,180719_3
1085,180719_061523,1,3,06:14:49,180719_3
1086,180719_061531,0,0,06:14:57,180719_3
1087,180719_061539,0,0,06:15:05,180719_3
1088,180719_061544,0,0,06:15:10,180719_3
1089,180719_061550,0,0,06:15:16,180719_3
1090,180719_061556,0,0,06:15:22,180719_3
1091,180719_061603,0,0,06:15:29,180719_3
1092,180719_061611,0,0,06:15:38,180719_3
1093,180719_062506,1,1,06:24:32,180719_3
1094,180719_062514,1,5,06:24:40,180719_3
1095,180719_062519,1,3,06:24:45,180719_3
1096,180719_062525,0,0,06:24:51,180719_3
1097,180719_062530,0,0,06:24:57,180719_3
1098,180719_062538,0,0,06:25:04,180719_3
1099,180719_062547,0,0,06:25:13,180719_3
1100,180719_062554,1,6,06:25:20,180719_3
1101,180719_062602,1,13,06:25:28,180719_3
1102,180719_062611,1,7,06:25:37,180719_3
1103,180719_062617,1,3,06:25:43,180719_3
1104,180719_062657,1,6,06:25:48,180719_3
1105,180719_062701,0,0,06:26:23,180719_3
1106,180719_062706,0,0,06:26:32,180719_3
1107,180719_062712,0,0,06:26:38,180719_3
1108,180719_062718,1,2,06:26:44,180719_3
1109,180719_062723,1,3,06:26:49,180719_3
1110,180719_062729,1,0,06:26:55,180719_3
1111,180719_062736,1,10,06:27:02,180719_3
1112,180719_062742,1,14,06:27:08,180719_3
1113,180719_062747,1,7,06:27:13,180719_3
1114,180719_062753,1,3,06:27:19,180719_3
1115,180719_062759,1,0,06:27:25,180719_3
1116,180719_062804,1,1,06:27:30,180719_3
1117,180719_063702,0,0,06:36:28,180719_3
1118,180719_063707,0,0,06:36:33,180719_3
1119,180719_063712,0,0,06:36:39,180719_3
1120,180719_063718,0,0,06:36:44,180719_3
1121,180719_063724,1,1,06:36:50,180719_3
1122,180719_063732,0,0,06:36:59,180719_3
1123,180719_063738,0,0,06:37:04,180719_3
1124,180719_063744,0,0,06:37:10,180719_3
1125,180719_063751,0,0,06:37:17,180719_3
1126,180719_063757,0,0,06:37:23,180719_3
1127,180719_063803,1,1,06:37:29,180719_3
1128,180719_063810,1,1,06:37:36,180719_3
1129,180719_063855,1,1,06:38:21,180719_3
1130,180719_063900,1,2,06:38:26,180719_3
1131,180719_063905,1,4,06:38:32,180719_3
1132,180719_063912,1,7,06:38:38,180719_3
1133,180719_063918,1,4,06:38:44,180719_3
1134,180719_063928,1,3,06:38:54,180719_3
1135,180719_063936,1,1,06:39:02,180719_3
1136,180719_063941,1,2,06:39:07,180719_3
1137,180719_063948,0,0,06:39:14,180719_3
1138,180719_063955,0,0,06:39:21,180719_3
1139,180719_064002,0,0,06:39:28,180719_3
1140,180719_064008,0,0,06:39:34,180719_3
1141,180719_064903,1,1,06:48:29,180719_3
1142,180719_064908,0,0,06:48:34,180719_3
1143,180719_064918,0,0,06:48:44,180719_3
1144,180719_064927,0,0,06:48:53,180719_3
1145,180719_064935,0,0,06:49:01,180719_3
1146,180719_064941,0,0,06:49:07,180719_3
1147,180719_064947,0,0,06:49:13,180719_3
1148,180719_064953,0,0,06:49:19,180719_3
1149,180719_064959,0,0,06:49:25,180719_3
1150,180719_065007,0,0,06:49:33,180719_3
1151,180719_065012,0,0,06:49:38,180719_3
1152,180719_065053,1,1,06:49:44,180719_3
1153,180719_065057,1,9,06:50:19,180719_3
1154,180719_065102,1,1,06:50:28,180719_3
1155,180719_065111,1,4,06:50:37,180719_3
1156,180719_065117,1,6,06:50:43,180719_3
1157,180719_065123,1,8,06:50:49,180719_3
1158,180719_065128,1,5,06:50:54,180719_3
1159,180719_065139,1,9,06:51:06,180719_3
1160,180719_065145,1,11,06:51:11,180719_3
1161,180719_065151,1,8,06:51:17,180719_3
1162,180719_065157,1,12,06:51:23,180719_3
1163,180719_065202,1,10,06:51:28,180719_3
1164,180719_070105,0,0,07:00:31,180719_3
1165,180719_070110,0,0,07:00:36,180719_3
1166,180719_070115,0,0,07:00:42,180719_3
1167,180719_070121,0,0,07:00:47,180719_3
1168,180719_070127,0,0,07:00:53,180719_3
1169,180719_070132,0,0,07:00:58,180719_3
1170,180719_070141,1,1,07:01:07,180719_3
1171,180719_070147,1,1,07:01:13,180719_3
1172,180719_070155,1,1,07:01:21,180719_3
1173,180719_070201,1,1,07:01:28,180719_3
1174,180719_070209,0,0,07:01:35,180719_3
1175,180719_070215,0,0,07:01:41,180719_3
1176,180719_070256,0,0,07:02:22,180719_3
1177,180719_070302,0,0,07:02:28,180719_3
1178,180719_070307,0,0,07:02:34,180719_3
1179,180719_070315,1,1,07:02:41,180719_3
1180,180719_070323,0,0,07:02:49,180719_3
1181,180719_070331,0,0,07:02:57,180719_3
1182,180719_070337,0,0,07:03:03,180719_3
1183,180719_070343,0,0,07:03:09,180719_3
1184,180719_070349,0,0,07:03:15,180719_3
1185,180719_070354,0,0,07:03:21,180719_3
1186,180719_070400,0,0,07:03:26,180719_3
1187,180719_070406,0,0,07:03:32,180719_3
1188,180719_071303,0,0,07:12:29,180719_3
1189,180719_071309,1,1,07:12:35,180719_3
1190,180719_071315,0,0,07:12:41,180719_3
1191,180719_071320,0,0,07:12:46,180719_3
1192,180719_071326,1,1,07:12:52,180719_3
1193,180719_071334,1,1,07:13:00,180719_3
1194,180719_071339,1,1,07:13:05,180719_3
1195,180719_071346,1,1,07:13:13,180719_3
1196,180719_071353,0,0,07:13:19,180719_3
1197,180719_071401,0,0,07:13:27,180719_3
1198,180719_071409,0,0,07:13:35,180719_3
1199,180719_071416,0,0,07:13:42,180719_3
1200,180719_071455,0,0,07:14:21,180719_3
1201,180719_071502,0,0,07:14:28,180719_3
1202,180719_071507,0,0,07:14:33,180719_3
1203,180719_071513,0,0,07:14:39,180719_3
1204,180719_071520,0,0,07:14:46,180719_3
1205,180719_071528,0,0,07:14:54,180719_3
1206,180719_071534,0,0,07:15:00,180719_3
1207,180719_071539,0,0,07:15:05,180719_3
1208,180719_071546,0,0,07:15:12,180719_3
1209,180719_071554,0,0,07:15:20,180719_3
1210,180719_071602,0,0,07:15:28,180719_3
1211,180719_071608,0,0,07:15:34,180719_3
1212,180719_072503,0,0,07:24:29,180719_3
1213,180719_072509,1,1,07:24:35,180719_3
1214,180719_072516,1,1,07:24:42,180719_3
1215,180719_072522,1,2,07:24:48,180719_3
1216,180719_072527,1,1,07:24:53,180719_3
1217,180719_072533,0,0,07:24:59,180719_3
1218,180719_072540,0,0,07:25:06,180719_3
1219,180719_072545,0,0,07:25:11,180719_3
1220,180719_072552,0,0,07:25:18,180719_3
1221,180719_072559,0,0,07:25:25,180719_3
1222,180719_072608,0,0,07:25:34,180719_3
1223,180719_072653,0,0,07:25:45,180719_3
1224,180719_072658,0,0,07:26:19,180719_3
1225,180719_072705,0,0,07:26:31,180719_3
1226,180719_072711,0,0,07:26:37,180719_3
1227,180719_072717,0,0,07:26:43,180719_3
1228,180719_072726,0,0,07:26:52,180719_3
1229,180719_072735,0,0,07:27:01,180719_3
1230,180719_072741,0,0,07:27:07,180719_3
1231,180719_072747,0,0,07:27:13,180719_3
1232,180719_072752,0,0,07:27:18,180719_3
1233,180719_072758,0,0,07:27:24,180719_3
1234,180719_072805,0,0,07:27:31,180719_3
1235,180719_073703,0,0,07:36:29,180719_3
1236,180719_073709,0,0,07:36:35,180719_3
1237,180719_073716,0,0,07:36:42,180719_3
1238,180719_073721,0,0,07:36:48,180719_3
1239,180719_073729,0,0,07:36:55,180719_3
1240,180719_073735,0,0,07:37:01,180719_3
1241,180719_073742,0,0,07:37:08,180719_3
1242,180719_073751,0,0,07:37:17,180719_3
1243,180719_073757,0,0,07:37:23,180719_3
1244,180719_073802,0,0,07:37:28,180719_3
1245,180719_073810,0,0,07:37:36,180719_3
1246,180719_073816,0,0,07:37:42,180719_3
1247,180719_073855,0,0,07:38:22,180719_3
1248,180719_073902,0,0,07:38:28,180719_3
1249,180719_073908,0,0,07:38:34,180719_3
1250,180719_073916,1,3,07:38:42,180719_3
1251,180719_073922,1,5,07:38:48,180719_3
1252,180719_073934,1,6,07:39:00,180719_3
1253,180719_074903,1,3,07:48:29,180719_3
1254,180719_074909,1,3,07:48:35,180719_3
1255,180719_074920,1,1,07:48:46,180719_3
1256,180719_074926,1,1,07:48:53,180719_3
1257,180719_074933,1,2,07:48:59,180719_3
1258,180719_074939,1,5,07:49:05,180719_3
1259,180719_074946,1,7,07:49:12,180719_3
1260,180719_074952,1,6,07:49:18,180719_3
1261,180719_074957,1,3,07:49:23,180719_3
1262,180719_075004,1,3,07:49:30,180719_3
1263,180719_075011,1,4,07:49:37,180719_3
1264,180719_075053,1,5,07:49:45,180719_3
1265,180719_075057,0,0,07:50:19,180719_3
1266,180719_075102,0,0,07:50:28,180719_3
1267,180719_075110,0,0,07:50:36,180719_3
1268,180719_075118,0,0,07:50:44,180719_3
1269,180719_075125,0,0,07:50:51,180719_3
1270,180719_075132,0,0,07:50:58,180719_3
1271,180719_075140,0,0,07:51:06,180719_3
1272,180719_075146,0,0,07:51:12,180719_3
1273,180719_075152,1,3,07:51:18,180719_3
1274,180719_075158,1,0,07:51:24,180719_3
1275,180719_075204,0,0,07:51:30,180719_3
1276,180719_080103,0,0,08:00:29,180719_3
1277,180719_080108,0,0,08:00:34,180719_3
1278,180719_080113,0,0,08:00:40,180719_3
1279,180719_080122,0,0,08:00:49,180719_3
1280,180719_080131,1,8,08:00:57,180719_3
1281,180719_080137,1,1,08:01:03,180719_3
1282,180719_080142,0,0,08:01:08,180719_3
1283,180719_080149,1,4,08:01:15,180719_3
1284,180719_080155,1,4,08:01:21,180719_3
1285,180719_080201,1,0,08:01:27,180719_3
1286,180719_080207,1,0,08:01:33,180719_3
1287,180719_080214,1,0,08:01:40,180719_3
1288,180719_080254,1,0,08:02:20,180719_3
1289,180719_080301,1,1,08:02:27,180719_3
1290,180719_080306,1,1,08:02:32,180719_3
1291,180719_080312,0,0,08:02:38,180719_3
1292,180719_080321,0,0,08:02:47,180719_3
1293,180719_080326,0,0,08:02:53,180719_3
1294,180719_080332,0,0,08:02:58,180719_3
1295,180719_080338,0,0,08:03:04,180719_3
1296,180719_080346,0,0,08:03:12,180719_3
1297,180719_080354,0,0,08:03:20,180719_3
1298,180719_080401,0,0,08:03:27,180719_3
1299,180719_080408,0,0,08:03:34,180719_3
1300,180719_081303,1,10,08:12:29,180719_3
1301,180719_081309,1,8,08:12:35,180719_3
1302,180719_081315,1,6,08:12:41,180719_3
1303,180719_081320,1,9,08:12:46,180719_3
1304,180719_081326,1,8,08:12:52,180719_3
1305,180719_081333,1,2,08:12:59,180719_3
1306,180719_081338,1,9,08:13:04,180719_3
1307,180719_081347,1,7,08:13:13,180719_3
1308,180719_081353,1,4,08:13:20,180719_3
1309,180719_081404,1,11,08:13:30,180719_3
1310,180719_081410,1,7,08:13:36,180719_3
1311,180719_081416,1,9,08:13:42,180719_3
1312,180719_081456,0,0,08:14:21,180719_3
1313,180719_081502,0,0,08:14:28,180719_3
1314,180719_081508,0,0,08:14:34,180719_3
1315,180719_081514,0,0,08:14:40,180719_3
1316,180719_081520,0,0,08:14:46,180719_3
1317,180719_081526,1,1,08:14:52,180719_3
1318,180719_081532,1,1,08:14:58,180719_3
1319,180719_081538,0,0,08:15:05,180719_3
1320,180719_081544,0,0,08:15:10,180719_3
1321,180719_081550,0,0,08:15:16,180719_3
1322,180719_081559,0,0,08:15:25,180719_3
1323,180719_081606,0,0,08:15:32,180719_3
1324,180719_082652,0,0,08:24:28,180719_3
1325,180719_082658,0,0,08:26:24,180719_3
1326,180719_082703,0,0,08:26:29,180719_3
1327,180719_082709,0,0,08:26:35,180719_3
1328,180719_082714,0,0,08:26:40,180719_3
1329,180719_082721,1,1,08:26:48,180719_3
1330,180719_082727,1,1,08:26:53,180719_3
1331,180719_082733,1,0,08:26:59,180719_3
1332,180719_082738,1,0,08:27:04,180719_3
1333,180719_082746,1,1,08:27:12,180719_3
1334,180719_082752,0,0,08:27:18,180719_3
1335,180719_082759,0,0,08:27:25,180719_3
1336,180719_083703,0,0,08:36:29,180719_3
1337,180719_083708,0,0,08:36:34,180719_3
1338,180719_083719,0,0,08:36:45,180719_3
1339,180719_083724,0,0,08:36:50,180719_3
1340,180719_083732,0,0,08:36:58,180719_3
1341,180719_083739,0,0,08:37:05,180719_3
1342,180719_083746,0,0,08:37:12,180719_3
1343,180719_083755,0,0,08:37:21,180719_3
1344,180719_083800,0,0,08:37:26,180719_3
1345,180719_083806,0,0,08:37:32,180719_3
1346,180719_083853,1,7,08:37:40,180719_3
1347,180719_084903,1,1,08:48:29,180719_3
1348,180719_084909,1,2,08:48:36,180719_3
1349,180719_084918,1,3,08:48:44,180719_3
1350,180719_084923,0,0,08:48:49,180719_3
1351,180719_084929,0,0,08:48:55,180719_3
1352,180719_084938,0,0,08:49:04,180719_3
1353,180719_084946,0,0,08:49:12,180719_3
1354,180719_084951,0,0,08:49:17,180719_3
1355,180719_084957,0,0,08:49:23,180719_3
1356,180719_085002,0,0,08:49:28,180719_3
1357,180719_085010,0,0,08:49:36,180719_3
1358,180719_085016,0,0,08:49:42,180719_3
1359,180719_085058,0,0,08:50:24,180719_3
1360,180719_085104,1,1,08:50:30,180719_3
1361,180719_085109,1,0,08:50:35,180719_3
1362,180719_085117,0,0,08:50:43,180719_3
1363,180719_085124,0,0,08:50:50,180719_3
1364,180719_085131,0,0,08:50:57,180719_3
1365,180719_085138,1,3,08:51:04,180719_3
1366,180719_085143,1,2,08:51:10,180719_3
1367,180719_085149,1,0,08:51:15,180719_3
1368,180719_085201,1,0,08:51:27,180719_3
1369,180719_085207,0,0,08:51:33,180719_3
1370,180719_085212,0,0,08:51:38,180719_3
1371,180719_090103,1,1,09:00:29,180719_3
1372,180719_090108,1,1,09:00:34,180719_3
1373,180719_090113,1,1,09:00:39,180719_3
1374,180719_090119,1,1,09:00:45,180719_3
1375,180719_090124,1,1,09:00:51,180719_3
1376,180719_090131,1,1,09:00:57,180719_3
1377,180719_090138,1,1,09:01:04,180719_3
1378,180719_090148,1,1,09:01:14,180719_3
1379,180719_090154,1,1,09:01:20,180719_3
1380,180719_090200,1,1,09:01:26,180719_3
1381,180719_090214,1,1,09:01:40,180719_3
1382,180719_090253,1,1,09:01:46,180719_3
1383,180719_090258,1,1,09:02:19,180719_3
1384,180719_090305,1,1,09:02:31,180719_3
1385,180719_090313,1,1,09:02:39,180719_3
1386,180719_090319,1,1,09:02:45,180719_3
1387,180719_090325,1,1,09:02:51,180719_3
1388,180719_090331,1,2,09:02:57,180719_3
1389,180719_090336,1,1,09:03:03,180719_3
1390,180719_090343,1,1,09:03:10,180719_3
1391,180719_090352,1,1,09:03:18,180719_3
1392,180719_090358,1,1,09:03:24,180719_3
1393,180719_090403,1,2,09:03:30,180719_3
1394,180719_091303,0,0,09:12:29,180719_3
1395,180719_091501,1,7,09:12:34,180719_3
1396,180719_091506,0,0,09:14:32,180719_3
1397,180719_091513,1,1,09:14:39,180719_3
1398,180719_091519,1,1,09:14:44,180719_3
1399,180719_091524,1,0,09:14:50,180719_3
1400,180719_091530,1,0,09:14:56,180719_3
1401,180719_091537,1,1,09:15:02,180719_3
1402,180719_091542,1,0,09:15:08,180719_3
1403,180719_091548,1,0,09:15:14,180719_3
1404,180719_091554,1,1,09:15:20,180719_3
1405,180719_091600,1,1,09:15:26,180719_3
1406,180719_091607,0,0,09:15:33,180719_3
1407,180719_092503,0,0,09:24:29,180719_3
1408,180719_092509,0,0,09:24:35,180719_3
1409,180719_092518,0,0,09:24:44,180719_3
1410,180719_092653,0,0,09:24:50,180719_3
1411,180719_092659,1,7,09:26:25,180719_3
1412,180719_092704,1,3,09:26:30,180719_3
1413,180719_092710,1,1,09:26:36,180719_3
1414,180719_092716,1,1,09:26:42,180719_3
1415,180719_092722,1,5,09:26:48,180719_3
1416,180719_092728,1,12,09:26:53,180719_3
1417,180719_092743,1,28,09:27:09,180719_3
1418,180719_092750,1,14,09:27:16,180719_3
1419,180719_092756,1,11,09:27:22,180719_3
1420,180719_092803,1,6,09:27:29,180719_3
1421,180719_093702,0,0,09:36:29,180719_3
1422,180719_093708,0,0,09:36:34,180719_3
1423,180719_093713,0,0,09:36:39,180719_3
1424,180719_093719,0,0,09:36:45,180719_3
1425,180719_093725,0,0,09:36:51,180719_3
1426,180719_093730,0,0,09:36:56,180719_3
1427,180719_093736,0,0,09:37:02,180719_3
1428,180719_093743,0,0,09:37:09,180719_3
1429,180719_093853,0,0,09:37:14,180719_3
1430,180719_093859,0,0,09:38:25,180719_3
1431,180719_093904,0,0,09:38:30,180719_3
1432,180719_093910,0,0,09:38:36,180719_3
1433,180719_093916,0,0,09:38:42,180719_3
1434,180719_093923,0,0,09:38:49,180719_3
1435,180719_093930,0,0,09:38:55,180719_3
1436,180719_093936,0,0,09:39:02,180719_3
1437,180719_093946,0,0,09:39:12,180719_3
1438,180719_093954,1,1,09:39:20,180719_3
1439,180719_094004,1,0,09:39:30,180719_3
1440,180719_094903,1,1,09:48:29,180719_3
1441,180719_094909,1,0,09:48:35,180719_3
1442,180719_094917,0,0,09:48:43,180719_3
1443,180719_094924,0,0,09:48:50,180719_3
1444,180719_094930,0,0,09:48:56,180719_3
1445,180719_094936,0,0,09:49:02,180719_3
1446,180719_094943,0,0,09:49:09,180719_3
1447,180719_094949,0,0,09:49:14,180719_3
1448,180719_094954,1,0,09:49:20,180719_3
1449,180719_095002,0,0,09:49:28,180719_3
1450,180719_095010,0,0,09:49:36,180719_3
1451,180719_095053,0,0,09:49:43,180719_3
1452,180719_095057,0,0,09:50:19,180719_3
1453,180719_095102,0,0,09:50:28,180719_3
1454,180719_095108,0,0,09:50:34,180719_3
1455,180719_095114,0,0,09:50:40,180719_3
1456,180719_095123,0,0,09:50:49,180719_3
1457,180719_095130,0,0,09:50:56,180719_3
1458,180719_095139,0,0,09:51:04,180719_3
1459,180719_095147,1,1,09:51:13,180719_3
1460,180719_095153,0,0,09:51:19,180719_3
1461,180719_095200,0,0,09:51:26,180719_3
1462,180719_095206,0,0,09:51:32,180719_3
1463,180719_100103,1,1,10:00:29,180719_3
1464,180719_100109,1,0,10:00:35,180719_3
1465,180719_100115,1,0,10:00:41,180719_3
1466,180719_100123,1,0,10:00:49,180719_3
1467,180719_100129,1,0,10:00:55,180719_3
1468,180719_100136,0,0,10:01:02,180719_3
1469,180719_100141,0,0,10:01:08,180719_3
1470,180719_100147,1,2,10:01:13,180719_3
1471,180719_100153,0,0,10:01:19,180719_3
1472,180719_100204,0,0,10:01:30,180719_3
1473,180719_100210,0,0,10:01:36,180719_3
1474,180719_100253,0,0,10:01:44,180719_3
1475,180719_100256,1,15,10:02:19,180719_3
1476,180719_100304,0,0,10:02:30,180719_3
1477,180719_100310,0,0,10:02:36,180719_3
1478,180719_100316,0,0,10:02:42,180719_3
1479,180719_100321,0,0,10:02:47,180719_3
1480,180719_100327,0,0,10:02:53,180719_3
1481,180719_100335,0,0,10:03:01,180719_3
1482,180719_100342,0,0,10:03:08,180719_3
1483,180719_100349,0,0,10:03:15,180719_3
1484,180719_100355,0,0,10:03:21,180719_3
1485,180719_100401,0,0,10:03:26,180719_3
1486,180719_101302,0,0,10:12:28,180719_3
1487,180719_101307,0,0,10:12:33,180719_3
1488,180719_101317,1,1,10:12:43,180719_3
1489,180719_101324,0,0,10:12:50,180719_3
1490,180719_101332,0,0,10:12:58,180719_3
1491,180719_101343,0,0,10:13:09,180719_3
1492,180719_101349,0,0,10:13:15,180719_3
1493,180719_101356,0,0,10:13:22,180719_3
1494,180719_101405,0,0,10:13:31,180719_3
1495,180719_101413,0,0,10:13:39,180719_3
1496,180719_101453,0,0,10:13:45,180719_3
1497,180719_101457,0,0,10:14:19,180719_3
1498,180719_101502,0,0,10:14:28,180719_3
1499,180719_101510,0,0,10:14:36,180719_3
1500,180719_101516,0,0,10:14:42,180719_3
1501,180719_101522,0,0,10:14:48,180719_3
1502,180719_101530,0,0,10:14:56,180719_3
1503,180719_101536,0,0,10:15:02,180719_3
1504,180719_101542,0,0,10:15:08,180719_3
1505,180719_101549,0,0,10:15:15,180719_3
1506,180719_101555,1,1,10:15:21,180719_3
1507,180719_101603,1,1,10:15:29,180719_3
1508,180719_102503,0,0,10:24:29,180719_3
1509,180719_102509,0,0,10:24:35,180719_3
1510,180719_102515,0,0,10:24:41,180719_3
1511,180719_102522,0,0,10:24:48,180719_3
1512,180719_102528,0,0,10:24:54,180719_3
1513,180719_102534,0,0,10:25:00,180719_3
1514,180719_102540,0,0,10:25:06,180719_3
1515,180719_102549,0,0,10:25:15,180719_3
1516,180719_102556,0,0,10:25:21,180719_3
1517,180719_102601,0,0,10:25:27,180719_3
1518,180719_102607,1,5,10:25:33,180719_3
1519,180719_102613,1,2,10:25:39,180719_3
1520,180719_102654,0,0,10:26:20,180719_3
1521,180719_102701,0,0,10:26:27,180719_3
1522,180719_102709,0,0,10:26:35,180719_3
1523,180719_102715,0,0,10:26:41,180719_3
1524,180719_102723,0,0,10:26:49,180719_3
1525,180719_102731,1,1,10:26:57,180719_3
1526,180719_102736,0,0,10:27:02,180719_3
1527,180719_102742,1,1,10:27:08,180719_3
1528,180719_102750,0,0,10:27:16,180719_3
1529,180719_102801,0,0,10:27:27,180719_3
1530,180719_103702,0,0,10:36:29,180719_3
1531,180719_103709,0,0,10:36:35,180719_3
1532,180719_103715,0,0,10:36:41,180719_3
1533,180719_103720,0,0,10:36:47,180719_3
1534,180719_103727,0,0,10:36:53,180719_3
1535,180719_103734,0,0,10:37:00,180719_3
1536,180719_103740,0,0,10:37:06,180719_3
1537,180719_103746,0,0,10:37:12,180719_3
1538,180719_103754,0,0,10:37:20,180719_3
1539,180719_103803,0,0,10:37:29,180719_3
1540,180719_103815,0,0,10:37:41,180719_3
1541,180719_103854,1,1,10:37:47,180719_3
1542,180719_103859,1,1,10:38:20,180719_3
1543,180719_103909,1,1,10:38:35,180719_3
1544,180719_103915,1,1,10:38:40,180719_3
1545,180719_103922,1,1,10:38:48,180719_3
1546,180719_103931,1,1,10:38:57,180719_3
1547,180719_103938,0,0,10:39:04,180719_3
1548,180719_103946,0,0,10:39:12,180719_3
1549,180719_103954,0,0,10:39:20,180719_3
1550,180719_103959,0,0,10:39:26,180719_3
1551,180719_104007,0,0,10:39:33,180719_3
1552,180719_104903,1,5,10:48:29,180719_3
1553,180719_104908,0,0,10:48:34,180719_3
1554,180719_104914,0,0,10:48:40,180719_3
